# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	SouthFlorida	LakeSuperior	NorthernLights	Palmetto	Dallas	InlandEmpire	GeorgiaSouthernClassic	MIHowell	MISouthfield	MIStandish	NEGraniteState	PNWOregonCity	PNWAuburnMountainview	NEWaterbury	INPerryMeridian	MARHatboro-Horsham	TorontoCentral	MexicoCity	ArkansasRockCity	Pittsburgh	CentralValley	NEPioneerValley	MIKetteringUniversity	MIKentwood	MIWaterford	PNWWestValley	NEReading	MARMt.Olive	PNWGlacierPeak	Israel	Australia	TorontoEast	LosAngeles	Orlando	KansasCity	Alamo	Utah	NewYorkCity	INKokomo	NEUMass-Dartmouth	NEPineTree	MIWoodhaven	MIGullLake	MITraverseCity	PNWWilsonville	MARSpringsideChestnutHill	PNWMt.Vernon	Waterloo	Montreal	ArizonaEast	Sacramento	CentralIllinois	Bayou	St.Louis	NorthCarolina	NewYorkTechValley	Virginia	Wisconsin	INPurdue	MIWestMichigan	MIGreatLakesBayRegion	MISt.Joseph	PNWCentralWashingtonUniversity	NEUNH	MARSeneca	NERhodeIsland	PNWShorewood	NorthBay	Colorado	Peachtree	Hawaii	LasVegas	SBPLILongIsland	FingerLakes	Buckeye	Oklahoma	HubCity	GreaterDC	Ventura	NENortheastern	MICenterline	MIEscanaba	MILivonia	PNWPhilomathPeak	PNWAuburn	NEHartford	MARBridgewater-Raritan	MARUpperDarby	WesternCanada	WindsorEssexGreatLakes	ArizonaWest	SanDiego	SiliconValley	Midwest	Chesapeake	Minnesota10000Lakes	MinnesotaNorthStar	QueenCity	SmokyMountains	LoneStar	PNWDistrictChampionship	INDistrictChampionship	MILansing	MIBedford	MITroy	MARNorthBrunswick	NEDistrictChampionship	MIDistrictChampionship	MARDistrictChampionship	Archimedes	Carson	Carver	Curie	Galileo	Hopper	Newton	Tesla
																																																																																																																												
1	Kansas City, KS USA	Kansas City Kansas Public Schools/KC STEM Alliance & WYANDOTTE HIGH	Ladder 1847	1847	2758	-2.2																																				-2.1567999985136																																																																																		
1	Roebuck, SC USA	Dorman High School/NASA/SEW Eurodrive/Spartanburg Steele & DORMAN HIGH	CavBOTS	5020	2759	-2.2					-2.1674456449242																																																																																																																	
1	Myrtle Beach, SC USA	HCS CATE Program / Horry County Council & SOCASTEE HIGH	Brave Bots	4267	2760	-2.2					-2.2093150004333																																																																																																																	
1	Chino, CA USA	NASA & DON ANTONIO LUGO HIGH	WIRED	4140	2761	-2.3							-2.2763540862623																																																																																																															
1	Silver Spring, MD USA	WHEATON HIGH	Knight Riders	5115	2762	-2.3																																																																																																-2.2890663196972																						
1	Austell, GA USA	Lockheed Martin & SOUTH COBB HIGH SCHOOL	Raptors	4193	2763	-2.3																																																																							-2.2931856471856																																															
1	San Antonio, TX USA	University of the Incarnate Word / 2015 FRC Hardship Grant & ST ANTHONY CATHOLIC HIGH SCHOOL	Metal Jackets	3345	2764	-2.2933447360993																																					-2.2933446342817																																																																																	
1	Granite Falls, MN USA	Yellow Medicine East School District & YELLOW MEDICINE EAST SENIOR HIGH	YME Stingbots	3212	2765	-2.5				-2.5239214426595																																																																																																																		
1	Albany, MN USA	Boston Scientific / Albany Mutual Telephone / Albany JayCees / MidSota Manufacturing / Central MN Manufacturers Assoc & ALBANY SENIOR HIGH	Huskies	4226	2766	-2.7				-2.6952722435214																																																																																																																		
1	Kansas City, MO USA	NASA/Honeywell FM&T LLC/Kauffman Foundation/Center HS PTA/Google/KCStem/Center Foundation & CENTER SR. HIGH	Robo-Jackets	1827	2767	-2.8																																				-2.7921666202242																																																																																		
1	Mississauga, ON Canada	GMC & St. Joseph Secondary School	Jag	4015	2768	-2.9																																	-2.8992942439031																																																																																					
1	Kansas City, KS USA	Garmin International, Inc./KC STEM Alliance/KCK School District/Ewing Marion Kauffman Foundation & J C HARMON HIGH	Digital Hawks	1769	2769	-3.1																																				-3.0535338761032																																																																																		
2	McLean, VA USA	SAIC/South49 Solutions/Blue Ridge Technologies & LANGLEY HIGH	Saxons	611	2770	-3.1																																																										-4.5517304667544																					-3.0598363988394																																							
1	Chesapeake, VA USA	SPAWAR / W E Curling / Dominion Power & GREAT BRIDGE HIGH	Mechanized Mayhem	5323	2771	-3.1221511363983																																																								-3.1221510272684																																																														
1	Tulsa, OK USA	Tulsa Technology Center	Thunderducks	2004	2772	-3.1																																																																													-3.1443255977266																																									
1	Sherbrooke, QC Canada	Camoplast-Solideal / Fondation du Salésien / Le Salésien / United Technologies Corporation / Argosy Foundation / Groupe Investors / Usinage Marcel Ferland inc. / Carroserie 2000 Procolor / Conceptromec / Lyrfac inc. / Usinatech / Faculté de Génie, Université de Sherbrooke / Réfrigération Morin / Électro-5 / Imagerie Digitale / Ville de Sherbrooke / Robotique FIRST Québec & Le Salésien	Spartech	4942	2773	-3.3																																																		-3.2513933199209																																																																				
1	San Diego, CA USA	Qualcomm / National Defense Education Program / Air-O Inc. / Arrow Machines Industry / Northrop-Grumman / Natural Networks, Inc. / Patrick Henry High School Foundation / Adams Avenue Association / Citywide Courier / All Star Glass & HENRY HIGH	Patribots	4738	2774	-3.3318710327149																																																																																													-3.3318711254678																									
1	Youngstown, OH USA	CARDINAL MOONEY HIGH SCHOOL	RoboCards	5077	2775	-3.4																																																																												-3.4245640830304																																										
1	Buffalo, MN USA	BUFFALO SENIOR HIGH	RoboHerd	5542	2776	-3.6			-3.5537618614838																																																																																																																			
1	Jamaica Estates, NY USA	Bank of America/Con Edison/Catholic Foundation for Brooklyn and Queens & THE MARY LOUIS ACADEMY	Steampunk Penguins	3204	2777	-3.6																																							-3.6146197348246																																																																															
1	Levittown, NY USA	ISLAND TREES HIGH SCHOOL	ROBO-DAWGS	545	2778	-3.6																																																																										-3.6237083464589																																												
1	Perth, WA Australia	Rio Tinto & Curtin University	Rio Tinto Ground Control	5663	2779	-3.6877002716065																																-3.6877002405341																																																																																						
1	Sunderland, MD USA	After Hours IT Solutions Inc/United Technologies Corporation & NORTHERN HIGH & HUNTINGTOWN HIGH SCHOOL	High Impact Technologies	5106	2780	-3.7																																																																																																-3.706034612781																						
1	Arlington, TX USA	Lockheed-Martin/L-3 Link Simulation and Training & SUMMIT INTERNATIONAL PREPARATORY	Purple Vipers	3355	2781	-3.7						-3.7416373547853																																																																																																																
1	Bursa, 16 Turkey	Sahinkaya College	Ad Astra	5558	2782	-3.8																																							-3.8274435548693																																																																															
2	Gladstone, NJ USA	GILL ST BERNARD S SCHOOL	Team Chaos	2458	2783	-3.9																																																																		-3.8763156254102																																									-5.1717913995033											
1	Monticello, MN USA	St. Jude Medical Foundation & MONTICELLO SENIOR HIGH	Magic	4632	2784	-4.0																																																																																																		-3.9635415300207																				
1	St. Louis, MO USA	The Boeing Company / The Doerr Family / HTE Technologies / Optimist Club of Clayton / SIGN-A-RAMA / Vinci LLC / Century Fire Sprinklers, Inc & BISHOP DU BOURG HIGH SCHOOL	Cavaliers	2978	2785	-4.0																																																							-3.9817698336882																																																															
1	St. Charles, MN USA	Boston Scientific & ST. CHARLES SECONDARY	Robo-Saints	4762	2786	-4.0			-3.9907536146236																																																																																																																			
1	Idabel, OK USA	Kiamichi Technology Center-Idabel International Paper Corp & Kiamichi Technology Center-Idabel	KTC-Monsters	3152	2787	-4.0																																																																													-4.0019083333474																																									
