# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	Archimedes	Curie	Galileo	Newton	BAE	FingerLakes	Palmetto	HubCity	CentralValley	Kettering	TraverseCity	HatboroHorsham	TorontoEast	SanDiego	Orlando	WPI	LakeSuperior	NorthernLights	Oregon	LoneStar	NewYorkCity	GullLake	Waterford	Israel	Montreal	Peachtree	Boilermaker	KansasCity	St.Louis	NorthCarolina	Pittsburgh	Virginia	Detroit	St.Joseph	TCNJ	SpringsideChestnutHill	Waterloo	Phoenix	Sacramento	LosAngeles	Bayou	Boston	QueenCIty	Dallas	Utah	CentralWashington	Wisconsin	WestMichigan	GrandBlanc	MountOlive	LenapeSeneca	TorontoWest	InlandEmpire	Connecticut	WashingtonDC	SouthFlorida	MN10000Lakes	MNNorthStar	Buckeye	Oklahoma	SmokyMountains	Alamo	Seattle	Livonia	Troy	WesternCanadian	Razorback	SiliconValley	Colorado	Hawaii	Midwest	Crossroads	PineTree	LasVegas	LongIsland	Spokane	Bedford	BridgewaterRaritan	Chesapeake	MichiganState	MidAtlanticRegion
																																																																																								
1	Weymouth, MA USA	jcpenney & Weymouth High School	SCRAP	4151	2207	0.8																																											0.7751888686919																																							
1	Montréal, QC Canada	CAE/Robotique FIRST Québec/Fusion Jeunesse/CSDM & École Louis-Riel	Les Audacieux	3987	2208	0.8																										0.7581481125515																																																								
1	Jerusalem, JM Israel	The Hebrew University of Jerusalem- The Rachel and Selim Benin School of Computer Science and Engineering / Jerusalem municipality / Elephant & The Hebrew University Secondary School	Tiger Team, Leyada	2679	2209	0.8																									0.7580544461856																																																									
1	Memphis, TN USA	Kingsbury High School	Kingsbury Falcons	3856	2210	0.8																																																														0.7567448398872																				
1	Red Deer , AB Canada	Hunting Hills High School	Canada	1870	2211	0.7																																																																			0.729872147699															
1	Colbert, OK USA	Tinker AFB/Mueller Constructio/jcpenney & Colbert high school	Colbert Gears Of Radiation	2382	2212	0.7																																																													0.6944274756965																					
1	Lincoln Park, MI USA	SRT/PTC & Lincoln Park High School	Railsplitters	3706	2213	0.7																																		0.6656366108095																																																
1	Baton Rouge, LA USA	LSU's Department of Engineering STEP Program / Albermarle / Moates.Net & Woodlawn High School	Panthrobotics	3337	2214	0.7																																										0.6656036183592																																								
1	Springdale, MD USA	jcpenney & Charles Herbert Flowers High School	Jaguars Robotics	3714	2215	0.7																																																																																0.6579286473745		
1	Renton, WA USA	The Boeing Company/SPEEA/Issaquah Schools Foundation & Liberty High School	The Botty Builders	4131	2216	0.6																																																																													0.644802414887					
2	Memphis, TN USA	Memphis City Schools/Medtronic/jcpenney & Hamilton High Robotics Team	Robo Wildcats	3783	2217	0.6																																										-1.8059176870016																				0.6338556392871																				
1	Menahga, MN USA	Team Industries/West Central Telephone & Menahga High School	Rozum	4703	2218	0.6324500441551																		0.6324500232539																																																																
1	San Diego, CA USA	Lockheed Martin/jcpenney/HP & Crawford High School	Crawford C.L.I.M.B.	3486	2219	0.6															0.6175096332011																																																																			
1	Katy, TX USA	Seven lakes high school	Spartan	4639	2220	0.6																					0.5728600150985																																																													
1	Carencro, LA USA	jcpenney & GearUp	CroBots	4832	2221	0.5591319799423																																										0.5591319584692																																								
1	Mahtomedi, MN USA	3M Company/Barry and Sewall/BW Systems/AbeTech/Silicon Computers & Mahtomedi High School	Z Bots	3454	2222	0.5																																																										0.5479077817917																								
1	Fullerton, CA USA	NASA/jcpenney & Troy High School	DesTROYers	3952	2223	0.5															0.5363612255095																																																																			
1	Kailua, HI USA	NASA/jcpenney & Kalaheo High School	Mustangs	3800	2224	0.5																																																																							0.5289107309023											
1	Signal Mountain, TN USA	TVA/jcpenney & Signal Mountain High School	Eagles	3861	2225	0.5																																																														0.5186366033674																				
1	Dallas, TX USA	Harmony Science Academy Dallas High School	Dallas Robo Tigers	3282	2226	0.5																																													0.5130293093767																																					
1	L.I.C., NY USA	GIT General Imaging Technology/Airborn Flightware & Aviation High School	QS1601	1601	2227	0.5																																																																												0.512313011205						
1	St. Louis, MO USA	The Boeing Company/Rolla Alumni of Beta Sigma Psi/Nidec Motor Corporation/White-Rodgers/Engineered Sales/Thrivent Financial/Innoventor Engineering/Applied Ind. Tech./Inventory Sales Co/Delta Gases & Engineering and Technology for Lutheran Youth	The Lightning Lancers	1444	2228	0.5																														0.4955510170744																																																				
1	Bridgeport, CT USA	jcpenney/warren Harding High School & 4-H	Hard Botties	3634	2229	0.5																																																							0.4716398038308																											
1	Asotin, WA USA	Asotin Agricultural Education & FFA Chapter	Asotin FFA	4726	2230	0.4574698805809																																															0.4574698763921																																			
1	Baltimore, MD USA	Brauckman Family & Clash Family & Woodlawn High School	TechnoWarriors	768	2231	0.4																																																																																0.4441367018693		
1	Montreal, QC Canada	CAE/École de Technologie Supérieure/Robotique FIRST Québec/Fusion Jeunesse/CSDM & École La Voie	Classics	3989	2232	0.4																										0.441639737656																																																								
1	Kansas City, MO USA	NASA/Boeing/Burns & McDonnell/Honeywell FM&T LLC/Cerner/Kauffman Foundation/Center HS PTA & Center High School	Robo-Jackets	1827	2233	0.4																													0.4341921513504																																																					
1	West Valley City, UT USA	SRT/Patent Law Works/PLATT Electric & Hunter High School	Wolverine Robotics	3225	2234	0.4																																														0.43360560922																																				
1	Killeen, TX USA	091 Huey Foundation / jcpenney / The Elmendorf Family Foundation / Texas Workforce Commission / Time Warner Cable & Shadetree Mechanics Inc.	Shadetree Mechanics	3999	2235	0.4																																																															0.4200725785667																			
1	Bellevue, WA USA	The Boeing Company/Intellectual Ventures/Microsoft Store & Bellevue High School	Wolverine Robotics	949	2236	0.4																																																																0.4169474584738																		
1	Spokane, WA USA	Altek/Wagstaff Inc. & East Valley High School	Knights	2148	2237	0.4																																																																													0.4031046093765					
1	Jordan, MN USA	Jordan High School	Hubman	4648	2238	0.4																																																											0.3693615134356																							
1	Lakeland, FL USA	jcpenney & Central Florida Aerospace Academy	Robo-Flight-Transformer	4223	2239	0.3																0.3226972246629																																																																		
1	San Diego, CA USA	NASA / Qualcomm & Montgomery High School	Team Pharaohs	4616	2240	0.3															0.3196494658362																																																																			
