# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	Archimedes	Curie	Galileo	Newton	BAE	FingerLakes	Palmetto	HubCity	CentralValley	Kettering	TraverseCity	HatboroHorsham	TorontoEast	SanDiego	Orlando	WPI	LakeSuperior	NorthernLights	Oregon	LoneStar	NewYorkCity	GullLake	Waterford	Israel	Montreal	Peachtree	Boilermaker	KansasCity	St.Louis	NorthCarolina	Pittsburgh	Virginia	Detroit	St.Joseph	TCNJ	SpringsideChestnutHill	Waterloo	Phoenix	Sacramento	LosAngeles	Bayou	Boston	QueenCIty	Dallas	Utah	CentralWashington	Wisconsin	WestMichigan	GrandBlanc	MountOlive	LenapeSeneca	TorontoWest	InlandEmpire	Connecticut	WashingtonDC	SouthFlorida	MN10000Lakes	MNNorthStar	Buckeye	Oklahoma	SmokyMountains	Alamo	Seattle	Livonia	Troy	WesternCanadian	Razorback	SiliconValley	Colorado	Hawaii	Midwest	Crossroads	PineTree	LasVegas	LongIsland	Spokane	Bedford	BridgewaterRaritan	Chesapeake	MichiganState	MidAtlanticRegion
																																																																																								
1	Sarnia, ON Canada	Mellon Electrical & Instrumentation Contractors & St Christopher Secondary	Power Penguins	4200	1259	13.7																																						13.7100830668839																																												
2	Ft. Worth, TX USA	Bell Helicopter & Dunbar High School	D1G1T4L Supremacy	1642	1260	13.7									5.3053790750748																																																						13.6665985782888																			
2	Watertown, CT USA	Siemon Company/TUV Rheinland/Trumpf & Watertown High School	Black Magic	237	1261	13.7																						-1.0765437901658																																	13.6534809157552																											
2	Hamilton, OH USA	Kathman Electric / Anonymous Angel / M&S Machine and Manufacturing / Ross Spirit Inc. / Brookville IGA / Teri Wallace Attorney / Rhino Robotics / Rumpke / Snap A Loop & Ross High School	Ross Rambotics	3201	1262	13.6																												13.6411437443833																																													7.8292403973648									
1	Port Jefferson Station, NY USA	BAE Systems & Comsewogue High School	The Warriors	1751	1263	13.6																																																																												13.6372164496079						
2	manistique, MI USA	jcpenney & Manistique Middle High School	green machine	4835	1264	13.6079330444336												0.6842732091863																							13.6079335123622																																															
1	Elk Grove, CA USA	NASA/Siemens Mobility & Pleasant Grove High School	EagleForce	2073	1265	13.6																																								13.5952080134831																																										
1	Waterbury, CT USA	jcpenney & Crosby High School	Crosby Robotics Team	4812	1266	13.5833854675293																																																							13.5833850806474																											
1	St. Thomas, ON Canada	St. Joseph's Catholic High School	Rambot	4525	1267	13.6																																						13.5716522151782																																												
1	Swansboro, NC USA	SAIC/Time Warner Cable & Swansboro High School	Zimanators	3336	1268	13.6																															13.5700261721798																																																			
2	Palo Alto, CA USA	LinkedIn / IDEO / Ooyala / Accel Partners / Google / Cisco / Palantir / Brin-Wojcicki Foundation / Willow Garage / Il Fornaio & Castilleja School	Gatorbotics	1700	1269	13.6																				7.5749722169148																																																	13.5581347433564													
1	Toronto, ON Canada	DHR Inc. & TDSB & North Albion C.I. & NACI Cougar Council	NACI Robotics	2935	1270	13.6																																																					13.5558609976166																													
1	Brownsburg, IN USA	Rolls-Royce Corporation/WaterJet Cutting of Indiana/Indiana Workforce Development & Brownsburg High School	Purple Precision	3176	1271	13.6																												13.5531940372245																																																						
1	Honolulu, HI USA	BAE Systems & Saint Louis School	Crusaders	4270	1272	13.6																																																																							13.5530993141658											
1	Salmon, ID USA	jcpenney / Platt / INL & Salmon High School	Savage Pride	3251	1273	13.5																																														13.5424381370443																																				
3	Glen Allen, VA USA	Powertrain Control Solutions/ALSTOM Power Inc./ShowBest/PTC & Deep Run High School	Blue Cheese	1086	1274	13.5	Galileo			2.7521799210491																											13.5342929381776																																																	10.8824755546683		
2	Vancouver, WA USA	The Boeing Company/Evergreen Public Schools/U.S. Digital/UTC-United Technology/Rockwell Collins/Plastics Northwest/Platt Electric/OctoberBest Regional High-Tech Show/Coast Aluminum & EvergreenPublic School	Green Wrenches	2517	1275	13.5																				11.1387248696065																											13.5226199874286																																			
1	Kenmore, WA USA	Northshore School District & Inglemoor	Viking Robotics	3268	1276	13.5																																																																13.4984791571808																		
3	Batavia, IL USA	Caterpillar Inc & BHS RoboBoosters & Batavia High School	Order 2 Chaos	2704	1277	13.5	Archimedes	14.8781090591051																																																										13.4961084322545												11.7041563016499										
1	Draper, UT USA	ALSAM Foundation/jcpenney & Juan Diego Catholic High School	Soaring Eagle	3289	1278	13.5																																														13.484792376553																																				
1	Swampscott, MA USA	jcpenney & High SchoolSwampscott	Big Blue	4311	1279	13.5																																											13.4707835631184																																							
1	State College, PA USA	jcpenney & Centre County 4-H	4-H Fatal Error	4027	1280	13.5																																13.4599882214456																																																		
1	Istanbul, 34 Turkey	Caterpillar/The Sultans of Türkiye & The Fikret Yuksel Foundation & Darüssafaka High School	Sultans of Turkiye	2905	1281	13.4																																																																								13.446745512461										
1	Odessa, TX USA	jcpenney/Texas Workforce Commission & New Tech Odessa	New Tech Ninjas	4301	1282	13.4									13.4333993733796																																																																									
3	Kountze, TX USA	ICO Polymers / Beaumont Iron & Metal / Texas Workforce Commision / Willow Creek Investments & Kountze High School	The Dapper Dans	1801	1283	13.4	Galileo			1.7568382207014					7.5480843272871												13.4153037433894																																																													
2	Johannesburg, MI USA	Lewiston Lions Club/First Federal of Northern Michigan/Trend Services/Mayfair Plastics, Inc./Johannesbirg Volunteer Fire Department/A&L Iron and Metal/Smith Realty Group & Johannesburg High School	The Army of Sum	2246	1284	13.4												6.288176917513																																																																		13.4145765045128				
2	Hartford, WI USA	GE Volunteers/MSOE (Milwaukee School of Engineering/Mantz Automation & Hartford Union High School	Oriole Assault	1091	1285	13.3																																																11.7117868850658																								13.3470951430719										
2	West bloomfiled, MI USA	jcpenney & West Bloomfield High School	Metal Mechanics	4737	1286	13.3453464508057																								3.9202363587761																																										13.3453466188949																
1	Arab, AL USA	The Boeing Company/Bentley/Senator Clay Scofield/Representative Wes Long/AUVSI/ERC/Parsons & Arab High School	Dragon Slayers	538	1287	13.3								13.3374975711974																																																																										
2	San Jose, CA USA	BAE SYSTEMS/Google/Brin Wojcicki Foundation/Xilinx/Intuitive Surgical/Pat Coppe and Cathy Lynam-Rohrs realtors/Mike Sigman/AppDelegates/Willow Glen Foundation & Willow Glen High School	Robo-Rams	256	1288	13.3																																								4.9419582900721																													13.3069485465877													
1	Washington, DC USA	E.L. Haynes Public Charter School	Haynes High	4821	1289	13.3050937652588																																																								13.3050942048722																										
2	Grand Rapids, MI USA	GE Volunteers / Wege Foundation / Sparta Sheet Metal / Rescom Electric / Micron Manufacturing / Armen Oumedian / Apex Spring and Stamp / Brechting Farms / Zakfeld Bookkeeping / Tuff Automation / Relevant Networks / Delta Plex & West Catholic High School	Enigma	2075	1290	13.3																							6.9935033065986																										13.272462527731																																	
2	East Hartford, CT USA	United Technologies Research Center/JP Fabrication & Repair/CNC Software & East Hartford High School & Rockville High School & Tolland High School & Connecticut International Baccalaureate Academy	R.A.G.E. (Robotics & Gadget Engineering)	173	1291	13.3																	13.2571314107843																																						7.6215153777736																											
1	Spring Valley, MN USA	jcpenney & Kingsland High School	TEKnights	3723	1292	13.3																			13.2502843936567																																																															
3	Mississauga, ON Canada	HATCH/Yamana Gold Inc./General Motors of Canada/Kampress Metal Products Ltd./Sable Metal Fabrication Inc./Sheridan College/Royal Bank of Canada/AvisBudget Group/Family and Friends of FRC Team 1325 & Gordon Graydon Memorial S.S.	Inverse Paradox	1325	1293	13.2	Galileo			16.3165080917401										1.9236793731519																																							13.2487178117407																													
2	Marine City, MI USA	jcpenney & Cardinal Mooney Catholic	Robo-Sapiens	4779	1294	13.2362394332886																								5.2422887237691																																										13.2362392439855																
3	Lafayette, IN USA	The Kelly Group / Caterpillar / Purdue FIRST Programs / Cassini D&D Manufacturing / Mad Mushroom Pizza & Lafayette Jefferson High School	Precision Guessworks	1646	1295	13.2	Newton				19.5194309153211																							12.0393986066264																																													13.2294539199619									
1	Stamford, CT USA	AITE Robotics Club & Academy of Information Technology and Engineering High School	The Cyber Rams	3104	1296	13.2																																																							13.1773381402779																											
2	Manitou Springs, CO USA	NASA/The Boeing Company/jcpenney & Manitou Springs High School	B.A.N.G.	2945	1297	13.2																													13.1726796608229																																									0.9412115675027												
1	Idabel, OK USA	International Paper Corp & Kiamichi Technology Center-Idabel	KTC-Monsters	3152	1298	13.2																																																													13.1726012400503																					
2	Manchester, NH USA	Texas Instruments / BAE Systems / Millennium Precision LLC / Sunrise Labs Inc. & Manchester Memorial High School	Cruisin Crusaders	238	1299	13.1						13.141941469105																																																																										11.1263062162935		
1	Oklahoma City, OK USA	The Boeing Company/Tinker AFB/Utley & Associates/Herman & LaDonna Meinders/Oklahoma Educators Credit Union/Lonnie & Brenda Conell/Howard Technologies & Francis Tuttle Pre-Engineering Academy	ROBODUCKS	1561	1300	13.1																																																													13.1163057161687																					
2	Plymouth Meeting, PA USA	Colonial School District & Plymouth Whitemarsh High School	ROBOSHOP	2229	1301	13.1													8.2230173630579																								13.1155981760907																																													
1	Flower Mound, TX USA	jcpenney/Texas Workforce Commission & Flower Mound High School	FMHS Robotics	4192	1302	13.1																																													13.1118367426772																																					
1	Tel Aviv, TA Israel	Tel Aviv Municipality/Bank Hapoalim & Eroni Chet	Eroni Chet	1576	1303	13.1																									13.1090717184692																																																									
1	Quincy, IL USA	jcpenney/Gardner Denver & QAVTC	QAVTC Devils	4196	1304	13.1																														13.0708483002438																																																				
1	Laredo, TX USA	Texas Workforce Commission/AEP/jcpenney/TxDOT & United Engineering & Technology Magnet	ULTIMATE:  United Longhorn Team Inspiring Mental Attitude Towards Engineering	922	1305	13.1																																																															13.0703978506426																			
1	Toronto, ON Canada	Toronto Catholic DSB & Chaminade College High School	The Gryphons	2634	1306	13.1																																																					13.0582855198166																													
2	Jackson, WY USA	Lower Valley Energy / Elk Ridge Dental / Platt / American Legion / Cowboy Steakhouse / Yippy I-O / University of Wyoming NASA Space Consortium / Petit Secret / My Great Babysitter / Baby's Away / Jackson HoleRotary SupperClub Foundation / Cafe Bean / Teton County Coca-Cola / Jackson Hole STEM Foundation / Domino's / Jackson Hole Energy Sustainability Project / Square 1 Systems Design / Epsilon Technology / Alces Technology / Wedco Fabrication / Evans Construction / Teton County School District & Jackson Hole High School	RoboBroncs	3374	1307	13.0	Curie		6.5056112037882																																											13.0292068871301																																				
3	Philadelphia, PA USA	NASA & Saint Hubert Catholic High School for GIrls	BambieBotz	4637	1308	13.0	Archimedes	19.524918947082																																			13.023585120778															9.9977456747745																														
1	Durham, NH USA	jcpenney/University of New Hampshire Space Grant & Oyster River High School	River's Edge Robotics	3499	1309	13.0																	13.003627081857																																																																	
1	Gresham, OR USA	The Boeing Company/Microchip/Oregon Department of Education & Gresham High School	Go4bots	2542	1310	13.0																				13.0028700745898																																																														
1	Syracuse, NY USA	Syracuse City School District-Institute of Technology at Syracuse Central/jcpenney & Institute of Technology at Syracuse Central	Diatonic Carbonites	4071	1311	13.0							12.9991167823986																																																																											
1	Golden Valley, MN USA	Breck School	The Stampede	3630	1312	13.0																																																										12.9647708905796																								
1	Kent, WA USA	The Boeing Company & Kentridge High School	Chargers	3786	1313	13.0																																																																12.950323262106																		
1	Central Islip, NY USA	NASA/Arrow Electronics/jcpenney & Central Islip Senior High School	CIBorgs	4006	1314	12.9																																																																												12.9441197290916						
1	Glen Head, NY USA	Adept Engineering / jcpenney / Flame-Spray Industries Inc. / Tom Braun & North Shore High School	Robo Gym	3950	1315	12.9																																																																												12.8983801159686						
1	Sapulpa, OK USA	Bartlett Foundation/Mr. Patrick Graham & Sapulpa High School	Sapulpa Chieftain Robotics	2333	1316	12.9																																																																				12.891248687048														
2	Saratoga, CA USA	NASA/PTC/BAE SYSTEMS/Intuitive Surgical/Western Digital Corp & Prospect High School	Gear Heads	2813	1317	12.9										12.8888335908043																																																											12.2957509041242													
2	Gladstone, NJ USA	Nova Terra Management, LLC & Gill St. Bernards High School	Team Chaos	2458	1318	12.9																																																			12.8759546026303																												9.8779792943187			
4	Whitby, ON Canada	GM Canada/Marwood Metal fabricators/Ontario Power Generation & Sinclair Secondary School	Sprockets	1075	1319	12.9	Archimedes	20.4497352757047												8.2092657371161												9.9816956842901																											12.8702816736256																													
3	Edgewater, MD USA	The Power Hawks Robotics Club, Inc./Government Services Integrated Processing Team/NSA Grant/NASA/Righttime Medical/Anne Arundel County Public Schools/Microsoft/Booz Allen/Daly Computers/Earth Observation Technologies LLC/jcpenney/Koons Ford/Multimed Technical Services, Inc/Chesapeake Regional Tech Council/Hutchison Glass and Mirror/Chevy's/Commodore Mayo Kiwanis Club/BIT Solutions/McCarter Welding/Wells Fargo Bank/Family Veterinary Clinic/Motorola Solutions/Google & South River High School	The Power Hawks	1111	1320	12.9	Newton				13.6327530043544		2.3532267783448																																																																									12.8697962283823		
2	Merrimack, NH USA	PumpStation One / BAE Systems / Raytheon / Brookstone / PTC & Merrimack High School	Chop Shop	166	1321	12.8						7.7105388688276																																																		12.8475626490712																										
2	Shelbyville, IN USA	jcpenney & Shelby County High Schools	Silicon Synapse	4070	1322	12.8																												7.1975573541967																12.8431899806564																																						
1	Marietta, GA USA	GE Volunteers/Cobb EMC/ITT-TECH/CEISMC/COACH Robotics/AT & T Pioneers/International Technology Solutions, Inc./Center For Advanced Studies/Lockheed Martin/Women In Technology & Wheeler High School	The CircuitRunners	1002	1323	12.8																											12.8254538833835																																																							
1	Newhall, CA USA	St. Jude Foundation/US FIRST California Region/Lockheed Martin/jcpenney/Numatic Engineering & Hart High School	Hart Hybrids	3993	1324	12.8																																									12.8220837160281																																									
2	La Crosse, WI USA	Aquinas High School	pirhobotics	4011	1325	12.8	Galileo			34.4482079572471														12.8179471127196																																																																
2	Plainfield, NJ USA	Plainfield High	Killer Kardinals	136	1326	12.8																																					5.9646517842055														12.7993700613816																															
2	Mishicot, WI USA	NASA & Mishicot High School	STEMpunk	4531	1327	12.8	Newton				8.4255274631795																																											12.7817118215343																																		
1	La Crosse, WI USA	La Crosse Central High School	Robo Raiders	4054	1328	12.7																		12.7290599440173																																																																
1	oklahoma city, OK USA	OGE CORPORATE & Dove Science Academy-OKC	RoboRocket	4612	1329	12.7																																																													12.7010186541076																					
3	San Antonio, TX USA	NewTek / ENTRUST Technology Consulting Services / M2 Global Technology / ITM Texas / Lone Star Powder Coating / KCI / Gately Law.com / Time Warner Cable / jcpenney / Texas Workforce Commission / SolidWorks / SolidProfessor.com / Insurancelabs / FIRST-in-Texas / San Antonio Competition Robotics Alliance / Councilman Reed Williams and City of San Antonio & Northside ISD Brandeis High School	Bronc Botz	3481	1330	12.7	Galileo			22.4531804277814																	4.9798814433257																																										12.69555147461																			
1	Albany, GA USA	NASA/jcpenney & Dougherty HighSchool	Troteks	4240	1331	12.7																											12.6914402045544																																																							
1	Pattison, TX USA	Royal High School	ROyal BOTS	4689	1332	12.6798067092896																					12.6798070046639																																																													
1	Cincinnati, OH USA	The Kroger Company / Alliance Robotics / Clippard Instruments / P&G / Cincinnati State Technical and Community College / Joseph Auto Group / Craftsman Electric / Wiseway Supply / Queen City Sausage & Butler Technology and Career Development Schools & Colerain High School & Nothwest High School	The R.O.C.K	144	1333	12.7																																												12.6794664496911																																						
2	Denver, CO USA	Covidien & CEC Middle College	1/4 Twenties	2259	1334	12.7	Galileo			31.6919107278928																																																																		12.6720769982566												
1	Lebec, CA USA	NASA/Instr. Soc. of America/Tejon Ranch/Exxon-Mobil/Chevron USA Inc/Alpine Lumber & Frazier Mountain High	Snowbotics	981	1335	12.7																																									12.6533665913765																																									
1	New Orleans, LA USA	jcpenney & International High School	IHS Robotics	4113	1336	12.6																																										12.6250443233156																																								
1	Litchfield, MN USA	Medtronics / 3M / jcpenney & Litchfield High School	Dragons	3755	1337	12.6																		12.6248177927861																																																																
1	Reardan, WA USA	OSPI/Bezo's Family Foundation & Reardan High School	Pride in the Tribe-Caveman Robotics	3586	1338	12.6																																															12.5906463667089																																			
2	Philadelphia, PA USA	The Boeing Company/NextFab Studios/ODM Group/Penn State/4-H/1-800 Haul-Out & Atomic Robotics Penn State 4-H Club	Rocketeers	4454	1339	12.6																																					12.5830693198482																																										6.5188553038013			
1	Burbank, IL USA	NuMark Credit Union / National Instruments & Queen of Peace High School	RoboPRIDE	2781	1340	12.6																																																																								12.5783927741313										
1	Nampa, ID USA	Micron Technology Foundation, Inc. & ICAT Idaho Center for Advanced Technology & Nampa School District High Schools	NASKCOrpion	2594	1341	12.6																																														12.5749206381251																																				
2	Vicksburg, MI USA	SRT/FEMA Corporaton & Vicksburg High School	BullBots	4368	1342	12.6																							5.2119422002488																										12.5677465471659																																	
2	Lapeer County, MI USA	Lapeer County Community Foundation/H & H Tool/Camfil Farr/Sears Hometown Store Lapeer/Charles & Emily Pratt/Workforce Training & Development (WTD)/Identities Screen Printing & Embroidery/Vintech Industries Inc./Delta Staffing/jcpenney & Lapeer County Ed-Tech	GalakTech Invaders	3535	1343	12.6											5.0889649242657																																							12.5625660525178																																
1	Denver, CO USA	National Instruments / Comcast & Thomas Jefferson High School	Sparta Robotica	3648	1344	12.6																																																																						12.5551588797445												
1	Clayton, MO USA	NASA & Clayton High school	RoboHounds	4500	1345	12.5																														12.5425276934442																																																				
1	Armadale, VIC Australia	BAE Systems & Greater Melbourne Area Schools	Team Melbourne	4529	1346	12.5																																																																							12.5343308946955											
1	Powder Springs, GA USA	GE Volunteers/Lockheed Martin/Bastian Engineering & McEachern High School	Techno Tribe	3265	1347	12.5																											12.5275250285572																																																							
1	Alhambra, CA USA	Boeing/Galvanix/Office of Senator Gil Cedillo/Northrop Grumman/California Institute of Technology/Macy's Foundation & Ramona Convent Secondary School	Ramona Rampage	1159	1348	12.5															12.5247184397758																																																																			
2	Beaverton, OR USA	The Boeing Company/Intel/Columbia Sportswear/Portland Community College/ITT Tech/FEI/Platt Electric/Beaverton Public Schools Robotics Teams & Westview High School	Wildcats	1510	1349	12.5																				-3.1468220567072																																									12.524354909839																					
1	Brandon, FL USA	jcpenney & Brandon Boys & Girls Club	Robo-Sharks	3557	1350	12.5																12.5241224546125																																																																		
3	Hollywood, FL USA	Abbott Fund/Motorola Solutions Foundation & Hollywood Hills High School	SPARTRONS	4471	1351	12.5	Archimedes	6.0623058883159														-1.1030021465019																																									12.5185579497447																									
1	Minneota, MN USA	NASA/jcpenney & Minneota High School	Minneota Vikings	4182	1352	12.5																		12.51429157993																																																																
1	Chicago, IL USA	jcpenney & Schurz High School	Bulldogs	4702	1353	12.512469291687																																																																								12.5124689066955										
1	Marysville , WA USA	The Boeing Company & Lakewood School District	Full-metal Robotics	4683	1354	12.4966831207275																																																																12.4966834638679																		
1	Edmonds, WA USA	The Boeing Company/SPEEA & Edmonds-Woodway High Scool	M*A*S*H	4077	1355	12.5																																																																12.4552603257669																		
1	Portland, OR USA	The Boeing Company/Mentor Graphics/Blount International/Autodesk & Georgia STEM Education Alliance	Bowtie Brigade	2093	1356	12.5																				12.4534563857152																																																														
2	Bloomington, IN USA	NDEP / GM Powertrain / The Raymond Foundation / Science Applications International Corporation / jcpenney / Boston Scientific Corp. / Smithville Charitable Foundation & Bloomington High School South	The Quadrangles	3494	1357	12.4																																						12.4466467940795																																			3.4858214649326									
1	Weaverville, NC USA	NASA/jcpenney & North Buncombe High School	Kai Orbus	3971	1358	12.4																															12.4207553863787																																																			
3	Chicago, IL USA	Motorola Solutions Foundation & Agape Werks & Chicago Knights Robotics 4-H Club	Chicago Knights	1739	1359	12.4	Newton				-5.903215701854																																											6.0360245118864																								12.3998991090716										
1	Chapel Hill, NC USA	KONTEK System, Inc. / The Godfrey Group / jcpenney & Chapel Hill High School	Titanium Tigers	4829	1360	12.3646154403687																															12.3646153674081																																																			
1	Avon, IN USA	Rolls Royce / jcpenney & Avon High School	Roborioles	4103	1361	12.4																																																																									12.3546746870298									
1	Tacoma, WA USA	jcpenney & WSU Extension 4-H & Franklin Pierce High School	4-HPenneyBots	3781	1362	12.3																																																																12.3356068462808																		
1	Columbia, MO USA	jcpenney & University of Missouri Extension & Columbia Area Career Center	The Army Ants	3792	1363	12.3																														12.3253638854085																																																				
2	North Adams, MI USA	jcpenney/Lomar Machine and Tool Co & North Adams-Jerome High School	Rambots	4568	1364	12.3																							8.8140654345301												12.3193852392874																																															
2	Livonia, MI USA	AISIN Technical Center of America, Inc./BAE Systems/DENSO International America, Inc. & Livonia Public Schools	The Livonia  Warriors	2832	1365	12.3																																		1.0517993590469																															12.3036597245313																	
2	Center Valley, PA USA	Lutron Electronics, Inc/CHL Systems/jcpenney & Southern Lehigh School District	SparTechs	834	1366	12.3													1.0730403208052																								12.2859927656779																																													
1	Monoe, NC USA	ALLVAC & Central Academy of Technology and Arts	CATA-BOTS	3270	1367	12.3																															12.2586970227453																																																			
1	Melrose, MA USA	Citizens of Melrose/Textron Systems/Raytheon/BAE SYSTEMS/MediVector/Churchill Corp/Varian Semiconductor Equipment & Melrose High School	iRaiders	2713	1368	12.3																																											12.2551684540217																																							
2	Pennsauken, NJ USA	jcpenney & Bishop Eustace Preparatory School	Crubotics	4750	1369	12.1943254470825																																				12.1943258007795																6.578225892883																														
1	Myrtle Beach, SC USA	NASA & Myrtle Beach High School	Robohawks	4582	1370	12.2								12.1926578177077																																																																										
1	Brooklyn, NY USA	Pershing Square Foundation / Bezos Family Foundation / Credit Suisse & John Dewey H S	MEGALODONS	333	1371	12.2																						12.1531137474875																																																												
2	Hillsborough, NC USA	J W Faircloth and Son/The Noman & Bettina Roberts Foundation/Eclectech/Orange County Schools/Carolina Biological Supply Company/IBM/Piedmont Electric Membership Corporation: A Touchstone Energy Cooperative & Orange High School & Cedar Ridge High School	Hedgehogs	587	1372	12.2								11.2106421915161																							12.1531052068667																																																			
1	Alexandria, VA USA	PTC/BAH/NVESD & Hayfield Secondary & West Potomac HS	Night Hawks	614	1373	12.1																																																								12.1089369371589																										
1	Gan Yavne, M Israel	Flash/Aharon Yosef/BrainPOP & Ort Rabin	Flash	3388	1374	12.1																									12.1030695269587																																																									
1	Eustis, FL USA	Lockheed Martin / Mt Dora Community Trust / Lake County Schools / United Technologies Corporation / NerdsGeeksGurus, LLC / Progressive Growers, Inc / Walt Disney Co. & Disney VoluntEARS / SAIC / Lake Eustis Community Foundation / Alumne / Wal-Mart / Lightning Bolt / The Bunk Room & Mount Dora Bible School	12 Volt Bolt	1557	1375	12.1																12.1008422692547																																																																		
2	Lafayette , IN USA	Purdue FIRST Programs / Caterpillar / jcpenney / Trillium Dental Specialists / Unity Healthcare / Ryan Bradway Foundation & Mc Cutcheon High School	Maverick Boiler Robotics	4272	1376	12.1																												3.3320158091302																																													12.0922640569045									
1	Alton, IL USA	The Boeing Company/jcpenney/AHS Class of 1962 & 4-H & Alton High School	AHS	4232	1377	12.1																														12.0819273055519																																																				
2	Volusia County, FL USA	Rotomation / Thomas & Betts / AEgis Technologies / Volusia Manufacturers Association / Raydon Corporation / Embry-Riddle Aeronautical University & Spruce Creek High School & University High School	S*M*A*S*H	2152	1378	12.1																12.050032950496																																									6.9307310949593																									
2	McKinney, TX USA	jcpenney & Texas Workforce Commission-McKinney High School	The Lion Kings	4300	1379	12.0									12.0459858912407																																				7.5506232647537																																					
2	Ramona, CA USA	NASA/American Society of Mechanical Engineers/Qualcomm/Kiwanis Club of Ramona/Stoody Industrial and Welding Supplies Inc. & Ramona Unified School District	Neo-Tech Robotics	2029	1380	12.0															7.0889235891931																																							12.0351056726022																												
2	Dover, NH USA	NASA/NDEP & Dover High School and Regional Career Technical Center	ShockWave	4546	1381	12.0						12.0084277931138																																																																				2.9761018898413								
1	St. Paul, MN USA	Minnesota Wire And Cable & Cretin-Derham Hall High School	Raiderbots	2450	1382	12.0																																																										11.9987410455955																								
1	Kibutz E'in Shemer, Z Israel	Boeing & Mevoot Eron	Hamosad	1657	1383	12.0																									11.9977871853391																																																									
2	Detroit, MI USA	Davis Aerospace Technical High School/General Motors Foundation/BAE Systems/United States Air Force/Michigan Engineering Zone/University of Michigan School of Engineering & Davis Aerospace Technicial High School	RedTails	2591	1384	12.0																																		8.116470783123																																11.9776708230196																
1	Belvidere, IL USA	NASA / UTC Aerospace / Cosmopolitan Club of Belvidere / Belvidere Township & Boone County 4-H	Flaming Monkeys	3352	1385	12.0																																																																								11.9713513475126										
1	Springfield, IL USA	Richardson Manufacturing Company/University of Illinois at Springfield/jcpenney & University of Illinois Extension	Springfield 4-H/UIS	4156	1386	12.0																														11.9530685432755																																																				
1	Oceanside, NY USA	Oceanside Union Free School District	Oceanside Sailors	1554	1387	11.9																																																																												11.9481915234484						
1	Ottawa, ON Canada	Longfields Davidson Heights Secondary School	Ravens	4783	1388	11.9357328414917																																																					11.9357326474557																													
2	Colorado Springs, CO USA	Academy School District 20/Colorado Consortium for Earth and Space Science Education/Verizon Foundation Volunteer Incentive Program/PC Brokers/Project Solutions LLC & ASD20	Rocky Mountain Robotics	662	1389	11.9																													11.9108459927124																																									2.5777308454845												
1	Detroit Lakes, MN USA	BTD Mfg & QWERTY Robotics	QWERTY Robotics	3278	1390	11.9																																																																			11.8771221341224															
1	Belfry, KY USA	Kentucky AEP / 4-H / jcpenney / Triad Management & Belfry High School	Pirabots	3821	1391	11.9																																																														11.8763443227955																				
1	Salina, KS USA	Greater Salina Community Foundation & St. John's Military School	Rangers	3798	1392	11.9																																																													11.8544079759438																					
3	Lebanon, NH USA	CRREL & Lebanon High School	Grasshoppers	95	1393	11.8	Galileo			8.1247654220445		4.2893180841543																																																	11.8452907925032																											
2	Richmond, VA USA	Flexicell / GE Volunteers / ShowBest Fixture Corp. / AeroTek / Hermitage Automation / Henrico Co. Education Foundation / CAPER / PMMI & Tucker High School	Sparky 384	384	1394	11.8	Galileo			15.5637466283595																													11.8386496150212																																																	
1	Kapolei, HI USA	James and Abigail Campbell Family Foundation/HECO/Hawaii State Department of Education Learning Centers Program/BAE SYSTEMS/Chevron/Robotics Organizing Committee & Friends of Hawaii Robotics/Yamaguchi Family & Kapolei High School	RoboKAP	2445	1395	11.8																																																																							11.8278193665314											
1	Freer, TX USA	Freer STEM Academy	Freer Robotics Team	3353	1396	11.8																																																															11.8162011749509																			
1	Lakewood, WA USA	OSPI & Clover Park High School	Clover Park High School Warriors	3576	1397	11.8																																																																11.7978107005771																		
1	Moorhead, MN USA	John Deere/jcpenney/Minnesota State University Moorhead & Moorhead High School	Spudnik	4360	1398	11.8																																																										11.7876311763248																								
1	Norman, OK USA	The Boeing Company / Crystal Park Pediatrics / Advanced Fire Protection / Astellas & Cleveland County Oklahoma Cooperative Extension Service	4-H STARs	2765	1399	11.8																																																													11.7847490662422																					
2	Bronx, NY USA	Bloomberg / Port Authority of NY & NJ / The New York Yankees / The McGraw-Hill Companies / Columbia University & Morris High School Campus	2 TrainRobotics	395	1400	11.8																						-2.9588547901062																																	11.782256825789																											
1	Richmond, VA USA	UNITE with Virgil Brackins & Trinity Episcopal School	Titans	539	1401	11.8								11.7513828704721																																																																										
2	Indianapolis, IN USA	Rolls-Royce & Fall Creek Academy	FCA Engineers	4211	1402	11.7																												-0.6282960766408																																													11.7358108823945									
1	Brainerd , MN USA	3M/Maxbotix/Precision Tool Technologies Inc./Central Lakes College/Brainerd Lakes Area Businesses/NTI School of Technology Globe University & Brainerd High School	Warrior Robotics	2503	1403	11.7																			11.7355944646452																																																															
1	Seattle, WA USA	Roosevelt Foundation/jcpenney/Intellectual Ventures & Roosevelt Robotics	Iron Riders	4180	1404	11.7																																																																11.7315494490765																		
1	Scottsdale, AZ USA	Employees of Microchip Technology/PTC & Coronado High Shool	CyberDons	3133	1405	11.7																																							11.7144706736557																																											
1	Holly Springs, NC USA	NASA & Holly Springs High School	Hawktimus Prime	3229	1406	11.7																															11.7093621294158																																																			
